sample_number,runtime_seconds,success,param_width,param_length,param_fingers,param_multipliers,error,verification_drc,verification_lvs,verification_pex
11,0.0001142024993896,False,"[15.56987768790995, 19.431313875884364]","[2.2925198967864566, 0.8947369421533957]","[5, 5]","[2, 2]",Sample 11 failed: 'nchannel_width',,,
12,8.225440979003906e-05,False,"[1.5888546693639678, 1.9815354751440617]","[3.857791041203669, 2.281199683999343]","[1, 1]","[2, 2]",Sample 12 failed: 'nchannel_width',,,
13,8.225440979003906e-05,False,"[11.15845668836244, 3.801374132848093]","[2.7256517671023537, 0.7273582763072932]","[2, 2]","[1, 1]",Sample 13 failed: 'nchannel_width',,,
14,7.605552673339844e-05,False,"[13.78077487319354, 14.962677041482275]","[3.0624255664614433, 2.9069709661528274]","[2, 2]","[2, 2]",Sample 14 failed: 'nchannel_width',,,
15,7.462501525878906e-05,False,"[14.007755711885011, 9.122047733394593]","[1.9183089077860427, 1.9957952960844325]","[5, 5]","[1, 1]",Sample 15 failed: 'nchannel_width',,,
16,7.724761962890625e-05,False,"[5.212330711225429, 7.961568119901045]","[1.5636192049502369, 3.9660237719947413]","[2, 2]","[1, 1]",Sample 16 failed: 'nchannel_width',,,
17,7.414817810058594e-05,False,"[5.410614963799942, 13.121026008435845]","[1.0824852621556507, 0.7601489606122948]","[2, 2]","[1, 1]",Sample 17 failed: 'nchannel_width',,,
18,7.987022399902344e-05,False,"[9.076995261129627, 10.597420054549845]","[1.358619245048224, 3.048885823608301]","[3, 3]","[2, 2]",Sample 18 failed: 'nchannel_width',,,
19,7.462501525878906e-05,False,"[5.096793200356354, 2.524690900128129]","[0.7263776722224855, 0.7028333600785767]","[3, 3]","[1, 1]",Sample 19 failed: 'nchannel_width',,,
20,7.653236389160156e-05,False,"[3.1038746086177484, 5.017963139814127]","[2.0642771310674304, 2.7721599594747013]","[2, 2]","[2, 2]",Sample 20 failed: 'nchannel_width',,,
21,0.0001204013824462,False,"[18.18022942981808, 9.917877281009593]","[3.907330107595179, 2.803285771291777]","[5, 5]","[2, 2]",Sample 21 failed: 'nchannel_width',,,
22,8.320808410644531e-05,False,"[8.492785572869447, 14.531220333574375]","[2.1188445825010183, 2.2971088633176606]","[1, 1]","[2, 2]",Sample 22 failed: 'nchannel_width',,,
23,7.867813110351562e-05,False,"[7.894276001544224, 18.878648134427422]","[2.5725679920227718, 1.6188458327797537]","[4, 4]","[1, 1]",Sample 23 failed: 'nchannel_width',,,
24,7.581710815429688e-05,False,"[4.551499763131532, 15.380350430455593]","[2.6659458922839034, 1.6971170600824612]","[3, 3]","[1, 1]",Sample 24 failed: 'nchannel_width',,,
25,7.700920104980469e-05,False,"[19.769723270471044, 1.17395413286668]","[2.4577283863841797, 3.3654834699574216]","[1, 1]","[1, 1]",Sample 25 failed: 'nchannel_width',,,
26,7.557868957519531e-05,False,"[18.64391338265601, 5.501778554453453]","[2.262382003241904, 3.634843354736056]","[3, 3]","[1, 1]",Sample 26 failed: 'nchannel_width',,,
27,7.510185241699219e-05,False,"[7.541571786863335, 5.792603206556998]","[3.798849791083732, 0.9917593499344808]","[4, 4]","[1, 1]",Sample 27 failed: 'nchannel_width',,,
28,8.153915405273438e-05,False,"[6.4381018811900335, 1.7769962663369756]","[1.873726306420703, 2.975854505227692]","[1, 1]","[1, 1]",Sample 28 failed: 'nchannel_width',,,
29,8.058547973632812e-05,False,"[12.755169229145311, 0.6385260920281651]","[1.6480971239284197, 3.136510175031222]","[3, 3]","[2, 2]",Sample 29 failed: 'nchannel_width',,,
30,8.0108642578125e-05,False,"[0.621044345841067, 3.5498523617947835]","[0.4111822089843292, 3.083174304816478]","[4, 4]","[2, 2]",Sample 30 failed: 'nchannel_width',,,
31,0.0001404285430908,False,"[7.9505504480310085, 19.351639956348404]","[1.9963744468180573, 2.143995707508216]","[3, 3]","[1, 1]",Sample 31 failed: 'nchannel_width',,,
32,9.298324584960938e-05,False,"[13.073442618048468, 1.9143358951236593]","[3.685650171662594, 2.5534679093643287]","[4, 4]","[2, 2]",Sample 32 failed: 'nchannel_width',,,
33,0.0001208782196044,False,"[12.287418210647052, 2.2952046542126734]","[0.9744660853556649, 3.9436914377212466]","[2, 2]","[1, 1]",Sample 33 failed: 'nchannel_width',,,
34,8.916854858398438e-05,False,"[8.730846538879211, 6.218680194057853]","[0.9856248767889827, 2.247811025482678]","[4, 4]","[2, 2]",Sample 34 failed: 'nchannel_width',,,
35,8.440017700195312e-05,False,"[4.891540476708959, 18.977975414898065]","[1.2706823468754318, 3.728907447501493]","[1, 1]","[1, 1]",Sample 35 failed: 'nchannel_width',,,
36,8.845329284667969e-05,False,"[8.35005081274328, 17.319656068050435]","[3.6147173552614684, 1.0052442349917605]","[4, 4]","[1, 1]",Sample 36 failed: 'nchannel_width',,,
37,8.392333984375e-05,False,"[17.808834783396946, 16.85396987284854]","[0.7403672968011559, 2.584727056252423]","[5, 5]","[2, 2]",Sample 37 failed: 'nchannel_width',,,
38,8.153915405273438e-05,False,"[5.722206132620257, 3.1303928222116677]","[1.0580938804592586, 0.1712489051420845]","[2, 2]","[2, 2]",Sample 38 failed: 'nchannel_width',,,
39,8.511543273925781e-05,False,"[9.553825713822635, 5.1259814760049425]","[3.3241599169831426, 1.9273093782089834]","[3, 3]","[1, 1]",Sample 39 failed: 'nchannel_width',,,
40,8.988380432128906e-05,False,"[7.687579706075697, 9.21070629311754]","[1.2525053536749775, 2.368203535780585]","[2, 2]","[2, 2]",Sample 40 failed: 'nchannel_width',,,
41,0.0001368522644042,False,"[14.3344952577693, 15.035688845099083]","[3.379568380675274, 2.266779808293608]","[5, 5]","[2, 2]",Sample 41 failed: 'nchannel_width',,,
42,9.465217590332033e-05,False,"[15.46090188423433, 8.556335077323412]","[1.6932765474447011, 0.21144115916276218]","[5, 5]","[1, 1]",Sample 42 failed: 'nchannel_width',,,
43,8.630752563476562e-05,False,"[16.069078957949785, 9.2795923089807]","[3.724899831615802, 1.7185851502622895]","[5, 5]","[1, 1]",Sample 43 failed: 'nchannel_width',,,
44,8.726119995117188e-05,False,"[4.667543403669659, 4.113735751920226]","[2.495331299511546, 0.8421354705766978]","[1, 1]","[1, 1]",Sample 44 failed: 'nchannel_width',,,
45,8.368492126464844e-05,False,"[7.380078036649703, 16.393243382504558]","[0.38308521262459294, 0.28958929562545377]","[4, 4]","[2, 2]",Sample 45 failed: 'nchannel_width',,,
46,8.440017700195312e-05,False,"[17.085647732139343, 12.600388952629459]","[3.9515119765625606, 1.6839183657522572]","[4, 4]","[1, 1]",Sample 46 failed: 'nchannel_width',,,
47,8.273124694824219e-05,False,"[10.17472878786918, 3.652988026841143]","[2.337307088719181, 3.131931516639815]","[1, 1]","[2, 2]",Sample 47 failed: 'nchannel_width',,,
48,8.7738037109375e-05,False,"[15.05218801289347, 13.734410099697522]","[3.4814663468522253, 1.7816113164311405]","[1, 1]","[2, 2]",Sample 48 failed: 'nchannel_width',,,
49,8.344650268554688e-05,False,"[4.87553110158988, 14.166466514467821]","[2.380049276904978, 0.5507990850679636]","[5, 5]","[1, 1]",Sample 49 failed: 'nchannel_width',,,
50,8.368492126464844e-05,False,"[8.534060177826719, 12.212230201018347]","[1.1279686326849945, 3.512776269296673]","[5, 5]","[1, 1]",Sample 50 failed: 'nchannel_width',,,
51,0.0001413822174072,False,"[17.194203028271485, 13.567746923459056]","[3.740110732165605, 0.8209799730758885]","[3, 3]","[2, 2]",Sample 51 failed: 'nchannel_width',,,
52,8.940696716308594e-05,False,"[17.561141211948453, 12.470108537075113]","[0.8982124223076096, 2.6587050705329522]","[4, 4]","[2, 2]",Sample 52 failed: 'nchannel_width',,,
53,8.678436279296875e-05,False,"[8.678121330798719, 17.51313283166699]","[3.5053854481138744, 0.6778135052724976]","[3, 3]","[1, 1]",Sample 53 failed: 'nchannel_width',,,
54,9.298324584960938e-05,False,"[19.395521873963144, 19.23909785869723]","[3.0044784127548954, 1.2330245579246257]","[3, 3]","[2, 2]",Sample 54 failed: 'nchannel_width',,,
55,8.487701416015625e-05,False,"[8.189721869223163, 14.332934004144093]","[2.7308944208931245, 1.9133466197688698]","[2, 2]","[1, 1]",Sample 55 failed: 'nchannel_width',,,
56,8.797645568847656e-05,False,"[0.8606575025513583, 0.9398630555782255]","[1.503989863904301, 2.210604252301846]","[2, 2]","[2, 2]",Sample 56 failed: 'nchannel_width',,,
57,8.296966552734375e-05,False,"[8.954571492879, 16.302331178142076]","[1.7280214547908146, 3.219312437685209]","[3, 3]","[1, 1]",Sample 57 failed: 'nchannel_width',,,
58,9.822845458984376e-05,False,"[1.7056874266110942, 14.627175003134301]","[3.41979846275652, 3.9919320493531614]","[5, 5]","[1, 1]",Sample 58 failed: 'nchannel_width',,,
59,8.106231689453125e-05,False,"[13.568292388566041, 8.14438585105965]","[2.8847893029841956, 1.8477660523744501]","[3, 3]","[2, 2]",Sample 59 failed: 'nchannel_width',,,
60,8.344650268554688e-05,False,"[12.54443029384836, 17.973485563697913]","[1.8051566419084428, 1.5723989780622596]","[3, 3]","[2, 2]",Sample 60 failed: 'nchannel_width',,,
61,0.0001423358917236,False,"[13.679130710048932, 18.1673103338883]","[2.5325216657171463, 1.3910326853809682]","[2, 2]","[1, 1]",Sample 61 failed: 'nchannel_width',,,
62,8.916854858398438e-05,False,"[13.11591345748175, 14.747895452006839]","[0.8313901872212296, 0.46930799729148165]","[3, 3]","[2, 2]",Sample 62 failed: 'nchannel_width',,,
63,8.726119995117188e-05,False,"[18.1110170557678, 12.548476496578584]","[1.7352003277575856, 3.0015508053387676]","[4, 4]","[1, 1]",Sample 63 failed: 'nchannel_width',,,
64,8.726119995117188e-05,False,"[7.768245053997562, 14.710835642612242]","[1.0501942495122967, 3.3503892251053133]","[4, 4]","[1, 1]",Sample 64 failed: 'nchannel_width',,,
65,8.106231689453125e-05,False,"[16.11788454556617, 10.727235387214222]","[2.5164687420036125, 3.584307151972688]","[3, 3]","[2, 2]",Sample 65 failed: 'nchannel_width',,,
66,8.344650268554688e-05,False,"[12.380748108691213, 18.262095241430508]","[2.107526057526962, 2.3994804652903055]","[2, 2]","[2, 2]",Sample 66 failed: 'nchannel_width',,,
67,8.58306884765625e-05,False,"[13.182705378932472, 15.69386065703331]","[3.5325191384149943, 3.6120429421425526]","[4, 4]","[2, 2]",Sample 67 failed: 'nchannel_width',,,
68,8.440017700195312e-05,False,"[4.193739718792628, 17.852938068407198]","[2.285683638373588, 2.8416381516844846]","[2, 2]","[2, 2]",Sample 68 failed: 'nchannel_width',,,
69,8.296966552734375e-05,False,"[14.242295261568849, 8.72986347792918]","[1.5421462453591093, 3.5689226137059835]","[2, 2]","[2, 2]",Sample 69 failed: 'nchannel_width',,,
70,8.416175842285156e-05,False,"[8.268995868047174, 18.488308691890335]","[1.2881561548619835, 0.4031157161836725]","[2, 2]","[1, 1]",Sample 70 failed: 'nchannel_width',,,
71,0.0001399517059326,False,"[10.830761181453754, 11.207303905064338]","[2.5516926612312405, 0.79969928916523]","[2, 2]","[1, 1]",Sample 71 failed: 'nchannel_width',,,
72,8.96453857421875e-05,False,"[12.14430481645508, 12.35441441349394]","[3.5948018581913943, 3.3190579278346535]","[1, 1]","[2, 2]",Sample 72 failed: 'nchannel_width',,,
73,8.058547973632812e-05,False,"[2.4964340875000306, 17.74758698946689]","[0.8077059228395702, 2.728499734070547]","[3, 3]","[2, 2]",Sample 73 failed: 'nchannel_width',,,
74,7.987022399902344e-05,False,"[6.064827917770739, 17.162836468695964]","[0.6535111821817433, 3.4051239269793934]","[4, 4]","[1, 1]",Sample 74 failed: 'nchannel_width',,,
75,8.058547973632812e-05,False,"[3.231991858642807, 8.319302476673325]","[2.945495057340152, 0.6381321969370857]","[2, 2]","[2, 2]",Sample 75 failed: 'nchannel_width',,,
76,7.867813110351562e-05,False,"[11.831547855428633, 17.64688115967972]","[2.584430690308008, 3.4511012097488343]","[4, 4]","[1, 1]",Sample 76 failed: 'nchannel_width',,,
77,7.748603820800781e-05,False,"[10.653886715948051, 13.032377061854632]","[1.3938370272000682, 0.4841884070286856]","[3, 3]","[2, 2]",Sample 77 failed: 'nchannel_width',,,
78,8.821487426757812e-05,False,"[17.049019826543667, 19.693872579931988]","[2.989800862475043, 3.9342248796545483]","[5, 5]","[1, 1]",Sample 78 failed: 'nchannel_width',,,
79,9.03606414794922e-05,False,"[13.347324430798436, 7.581667598513775]","[3.2806969453408446, 1.0484457103850586]","[5, 5]","[1, 1]",Sample 79 failed: 'nchannel_width',,,
80,8.416175842285156e-05,False,"[15.770502252226624, 16.228140023818046]","[1.0105351278645027, 3.6737344849107294]","[3, 3]","[2, 2]",Sample 80 failed: 'nchannel_width',,,
81,0.0001387596130371,False,"[6.748156068095027, 12.835611233240742]","[2.41517904680366, 0.5054428802957724]","[5, 5]","[1, 1]",Sample 81 failed: 'nchannel_width',,,
82,9.083747863769533e-05,False,"[3.6347653523445715, 5.21387273429539]","[2.598515457312019, 0.8519950961857345]","[5, 5]","[1, 1]",Sample 82 failed: 'nchannel_width',,,
83,8.511543273925781e-05,False,"[10.480790531146408, 16.07190482761721]","[3.081103306625527, 2.4946037115823296]","[3, 3]","[1, 1]",Sample 83 failed: 'nchannel_width',,,
84,8.320808410644531e-05,False,"[1.2122571824401964, 16.893579890838225]","[2.4767070203819452, 3.064173189994568]","[4, 4]","[1, 1]",Sample 84 failed: 'nchannel_width',,,
85,8.320808410644531e-05,False,"[2.9282281645475816, 9.789242726243536]","[1.3226235055376474, 1.9607331584130128]","[4, 4]","[1, 1]",Sample 85 failed: 'nchannel_width',,,
86,8.559226989746094e-05,False,"[19.499102726821317, 9.961509176023863]","[0.7698329796103619, 2.7565716214140226]","[3, 3]","[2, 2]",Sample 86 failed: 'nchannel_width',,,
87,8.511543273925781e-05,False,"[9.29619414979862, 3.249976303199149]","[0.9402889790407665, 0.9728723704385956]","[4, 4]","[1, 1]",Sample 87 failed: 'nchannel_width',,,
88,8.106231689453125e-05,False,"[17.699967600202566, 7.705732703237471]","[3.814888810274536, 0.5317026423962138]","[4, 4]","[1, 1]",Sample 88 failed: 'nchannel_width',,,
89,8.153915405273438e-05,False,"[2.102417315381437, 18.0916880248817]","[0.29502978580511136, 2.4114393383213724]","[3, 3]","[1, 1]",Sample 89 failed: 'nchannel_width',,,
90,8.082389831542969e-05,False,"[8.030517469474358, 8.222073640140074]","[1.603526050600173, 2.6217078262506894]","[5, 5]","[2, 2]",Sample 90 failed: 'nchannel_width',,,
91,0.0001382827758789,False,"[14.546704467020213, 7.215825975121141]","[3.0352457563564226, 1.5343116015207174]","[3, 3]","[1, 1]",Sample 91 failed: 'nchannel_width',,,
92,8.7738037109375e-05,False,"[15.35335832970855, 5.431685690672938]","[2.0408443127392695, 1.4075787952938097]","[5, 5]","[1, 1]",Sample 92 failed: 'nchannel_width',,,
93,8.630752563476562e-05,False,"[19.187470318562994, 3.1424092616322503]","[3.1383212561688896, 2.512542202387479]","[2, 2]","[1, 1]",Sample 93 failed: 'nchannel_width',,,
94,8.320808410644531e-05,False,"[18.989491278267227, 8.854342101930083]","[3.4387159757639685, 2.4379051700785626]","[1, 1]","[2, 2]",Sample 94 failed: 'nchannel_width',,,
95,8.249282836914062e-05,False,"[14.838727572320865, 15.27730435637312]","[2.086871093411535, 2.0224535501079606]","[5, 5]","[1, 1]",Sample 95 failed: 'nchannel_width',,,
96,8.893013000488281e-05,False,"[10.58608317613784, 17.37372635128325]","[2.1754791962422444, 3.490272135890603]","[5, 5]","[1, 1]",Sample 96 failed: 'nchannel_width',,,
97,8.416175842285156e-05,False,"[4.753304951335619, 3.8163034243698783]","[0.7906831154569299, 0.9209395027949261]","[3, 3]","[1, 1]",Sample 97 failed: 'nchannel_width',,,
98,8.344650268554688e-05,False,"[6.728448338721338, 19.039572966278897]","[3.3524863277331693, 0.16690300769204908]","[5, 5]","[2, 2]",Sample 98 failed: 'nchannel_width',,,
99,8.392333984375e-05,False,"[11.362644845003002, 12.71810560440222]","[1.9592631732966443, 2.951754379234546]","[5, 5]","[1, 1]",Sample 99 failed: 'nchannel_width',,,
100,8.368492126464844e-05,False,"[7.049523547658359, 1.543702495028951]","[2.932422949425378, 2.701735453053943]","[4, 4]","[1, 1]",Sample 100 failed: 'nchannel_width',,,
101,0.0001471042633056,False,"[7.295562079334358, 13.962951915187235]","[1.5787100898179434, 2.8813711730883247]","[1, 1]","[1, 1]",Sample 101 failed: 'nchannel_width',,,
102,8.893013000488281e-05,False,"[16.880289120860837, 9.384277997629994]","[2.435284762571117, 1.250389740841527]","[1, 1]","[2, 2]",Sample 102 failed: 'nchannel_width',,,
103,8.654594421386719e-05,False,"[15.689815497201334, 4.205087288778762]","[1.4654355688299492, 0.31073509345049316]","[4, 4]","[1, 1]",Sample 103 failed: 'nchannel_width',,,
104,7.963180541992188e-05,False,"[12.483682029119048, 4.8975392436075795]","[2.8636917595633142, 1.8971140598827079]","[4, 4]","[2, 2]",Sample 104 failed: 'nchannel_width',,,
105,7.796287536621094e-05,False,"[4.386055367171254, 16.999265125782507]","[3.7651845686261516, 1.2682202141277303]","[5, 5]","[1, 1]",Sample 105 failed: 'nchannel_width',,,
106,8.0108642578125e-05,False,"[5.79851376866557, 12.001474135726767]","[2.6331454756930226, 2.6900055850974725]","[4, 4]","[2, 2]",Sample 106 failed: 'nchannel_width',,,
107,7.939338684082031e-05,False,"[17.308422295179348, 14.071855523441206]","[3.629657858202923, 3.175148879773731]","[1, 1]","[2, 2]",Sample 107 failed: 'nchannel_width',,,
108,8.58306884765625e-05,False,"[15.899419885835059, 8.611906024269937]","[0.49788993796918357, 2.3296369133172403]","[5, 5]","[2, 2]",Sample 108 failed: 'nchannel_width',,,
109,7.796287536621094e-05,False,"[9.206933223562082, 16.1157969286811]","[2.767227087483719, 0.8776156943686582]","[5, 5]","[1, 1]",Sample 109 failed: 'nchannel_width',,,
110,7.82012939453125e-05,False,"[1.0728199412676998, 19.950808228456182]","[1.4446551285296696, 2.3516222719919044]","[1, 1]","[2, 2]",Sample 110 failed: 'nchannel_width',,,
111,0.0001337528228759,False,"[2.1720147177732114, 9.552366733236994]","[1.2331085439802483, 3.919283951300774]","[2, 2]","[1, 1]",Sample 111 failed: 'nchannel_width',,,
112,8.630752563476562e-05,False,"[9.443601021746515, 3.9407842920150733]","[0.16963105789070038, 1.0622277855849414]","[1, 1]","[2, 2]",Sample 112 failed: 'nchannel_width',,,
113,8.797645568847656e-05,False,"[16.87468621928835, 6.484909875432066]","[0.6496847518820819, 1.4227301950561888]","[4, 4]","[2, 2]",Sample 113 failed: 'nchannel_width',,,
114,8.0108642578125e-05,False,"[19.540816117202688, 6.918120034973806]","[3.401484370637884, 1.4939669853440538]","[3, 3]","[1, 1]",Sample 114 failed: 'nchannel_width',,,
115,7.724761962890625e-05,False,"[1.9644473499934665, 10.887790337360297]","[3.330406441744428, 3.2369991394144253]","[2, 2]","[2, 2]",Sample 115 failed: 'nchannel_width',,,
116,7.915496826171875e-05,False,"[2.3941897178790326, 14.428349800170157]","[1.8257890292690067, 3.7631991543240915]","[1, 1]","[2, 2]",Sample 116 failed: 'nchannel_width',,,
117,7.867813110351562e-05,False,"[10.291143321458764, 9.011771845402567]","[1.138502261761528, 2.6343935576133615]","[5, 5]","[2, 2]",Sample 117 failed: 'nchannel_width',,,
118,7.62939453125e-05,False,"[7.5055271984827945, 6.007935608001423]","[3.24147233797824, 1.3728722519574594]","[3, 3]","[1, 1]",Sample 118 failed: 'nchannel_width',,,
119,7.748603820800781e-05,False,"[15.210876291195717, 9.651925775537405]","[1.3381470457437108, 2.1268844363776043]","[5, 5]","[2, 2]",Sample 119 failed: 'nchannel_width',,,
120,7.915496826171875e-05,False,"[18.495779436666066, 19.16042871416393]","[0.42653338948969843, 3.395322640240728]","[4, 4]","[1, 1]",Sample 120 failed: 'nchannel_width',,,
121,0.0001354217529296,False,"[16.3526436468307, 7.401281218647046]","[0.8701751047181266, 1.1448969624571432]","[4, 4]","[1, 1]",Sample 121 failed: 'nchannel_width',,,
122,8.821487426757812e-05,False,"[11.318984166157957, 5.724205995694706]","[3.9716229460045143, 0.915657337287069]","[2, 2]","[1, 1]",Sample 122 failed: 'nchannel_width',,,
123,8.130073547363281e-05,False,"[15.946685351520593, 1.0298372397078879]","[2.9084864580136256, 0.44552699171762666]","[4, 4]","[1, 1]",Sample 123 failed: 'nchannel_width',,,
124,7.963180541992188e-05,False,"[3.1663877769891995, 5.344169120197156]","[3.65759192972677, 1.082678970615706]","[4, 4]","[2, 2]",Sample 124 failed: 'nchannel_width',,,
125,7.82012939453125e-05,False,"[12.93793672596996, 19.743963783108246]","[3.7043073463118326, 1.6416297695413198]","[4, 4]","[2, 2]",Sample 125 failed: 'nchannel_width',,,
126,8.606910705566406e-05,False,"[16.41817119537298, 6.361075718544439]","[1.7492696489520674, 2.4695550661902255]","[5, 5]","[2, 2]",Sample 126 failed: 'nchannel_width',,,
127,8.058547973632812e-05,False,"[15.269273176312794, 6.272012634950526]","[0.20169682418392412, 0.42263038952485743]","[3, 3]","[1, 1]",Sample 127 failed: 'nchannel_width',,,
128,7.748603820800781e-05,False,"[4.059321189464551, 0.8787039693773113]","[3.459612861418846, 0.23004163068749034]","[3, 3]","[2, 2]",Sample 128 failed: 'nchannel_width',,,
129,7.772445678710938e-05,False,"[6.637082128101579, 15.48764038497697]","[3.127317996720345, 3.4769198569300617]","[1, 1]","[2, 2]",Sample 129 failed: 'nchannel_width',,,
130,7.724761962890625e-05,False,"[11.681895396444306, 6.960087474744304]","[0.6709468407417317, 3.2910769115779765]","[1, 1]","[1, 1]",Sample 130 failed: 'nchannel_width',,,
131,0.0001380443572998,False,"[6.266486567701481, 17.233704496613825]","[2.360792951693083, 2.198183822147057]","[1, 1]","[2, 2]",Sample 131 failed: 'nchannel_width',,,
132,8.7738037109375e-05,False,"[14.528331925803172, 13.529420362294871]","[3.5388002382676564, 3.5188373089027647]","[2, 2]","[1, 1]",Sample 132 failed: 'nchannel_width',,,
133,8.225440979003906e-05,False,"[3.349719773092928, 0.7621812527827253]","[2.3120124478035526, 2.5619209274644326]","[3, 3]","[2, 2]",Sample 133 failed: 'nchannel_width',,,
134,8.559226989746094e-05,False,"[7.189685434721545, 3.4600133581278496]","[3.9997934928342183, 1.8399756400719065]","[2, 2]","[2, 2]",Sample 134 failed: 'nchannel_width',,,
