sample_id,component_name,success,drc_pass,lvs_pass,execution_time,parameters,output_directory,pex_status,total_resistance_ohms,total_capacitance_farads,area_um2,symmetry_horizontal,symmetry_vertical
1358,diff_pair_sample_1358,False,True,False,12.89836049079895,"{'width': 10.327343894817869, 'length': 3.9332102052607865, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1358,PEX Complete,274774.2899146991,2.0871738699999504e-13,4398.622699999898,1.0,0.9860281719548255
1359,diff_pair_sample_1359,True,True,True,21.30734395980835,"{'width': 13.58121556596048, 'length': 1.3114361894220508, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1359,PEX Complete,455322.3158828055,2.5742159300000077e-13,4725.067200000022,1.0,0.9891366624373089
1360,diff_pair_sample_1360,False,True,False,7.959704637527466,"{'width': 4.757368473573345, 'length': 2.561476404750852, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1360,PEX Complete,225862.67624669857,1.9345682099999652e-13,1923.9740999999901,1.0,0.975491354067604
1361,diff_pair_sample_1361,True,True,True,15.544722557067871,"{'width': 9.87611686870403, 'length': 0.473384070889345, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1361,PEX Complete,309528.3188925004,1.50718787e-13,2106.194500000022,1.0,0.9852948053942788
1362,diff_pair_sample_1362,True,True,True,11.212331771850586,"{'width': 10.690317783321511, 'length': 0.7373167698712438, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1362,PEX Complete,278431.05029540096,7.22427109999998e-14,1551.5145999999888,1.0,0.9843216428643339
1363,diff_pair_sample_1363,True,True,True,7.928696632385254,"{'width': 2.524014005210179, 'length': 2.83272103408789, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1363,PEX Complete,398134.88877670246,1.2823348099999995e-13,2206.338700000001,1.0,0.9673504344550544
1364,diff_pair_sample_1364,True,True,True,7.945086479187012,"{'width': 2.073165653483795, 'length': 0.29301324789722305, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1364,PEX Complete,174500.09822249992,5.5232502000000056e-14,733.6075000000086,1.0,0.9620505515551576
1365,diff_pair_sample_1365,True,True,True,10.95643925666809,"{'width': 8.837404215031794, 'length': 0.5202568420932521, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1365,PEX Complete,260081.39752410003,8.572178700000043e-14,1492.1892999999968,1.0,0.9826721716876002
1366,diff_pair_sample_1366,True,True,True,5.601919174194336,"{'width': 1.1066373378685124, 'length': 1.4989998764322794, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1366,PEX Complete,197414.9077080993,4.729552800000001e-14,765.6735000000041,1.0,0.953004511714197
1367,diff_pair_sample_1367,False,True,False,16.847524881362915,"{'width': 15.89898704191193, 'length': 1.6892854103557273, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1367,PEX Complete,265397.5666090978,2.0507511800000394e-13,3686.2878999998484,1.0,0.989700533156946
1368,diff_pair_sample_1368,False,True,False,9.07771110534668,"{'width': 4.1045528437839085, 'length': 2.6365438087128457, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1368,PEX Complete,182581.8494936985,1.8272855700000348e-13,1797.0058999999837,1.0,0.9733530090246223
1369,diff_pair_sample_1369,True,True,True,27.583457469940186,"{'width': 19.575533499662146, 'length': 3.2245894126790593, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1369,PEX Complete,730323.6124150004,4.1144998500000364e-13,11627.705499998707,1.0,0.9921557352824244
1370,diff_pair_sample_1370,False,True,False,16.657155752182007,"{'width': 9.939010794185775, 'length': 0.7583528413513224, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1370,PEX Complete,314876.6127318029,3.0521797399999264e-13,2815.1815999998894,1.0,0.9859201978302211
1371,diff_pair_sample_1371,False,True,False,12.861138582229614,"{'width': 11.538157982249032, 'length': 1.230471681575257, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1371,PEX Complete,317008.9609291055,2.347355919999974e-13,2446.3014999999814,1.0,0.9864003680658332
1372,diff_pair_sample_1372,False,True,False,14.369280338287354,"{'width': 12.02477107342722, 'length': 1.1964197076653595, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1372,PEX Complete,344442.71120280813,2.9122317300000477e-13,3019.975199999904,1.0,0.9873589690405401
1373,diff_pair_sample_1373,False,True,False,14.706653594970703,"{'width': 14.254427211299927, 'length': 3.450770204894436, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1373,PEX Complete,388640.02333000547,1.8533615500000004e-13,3804.249999999914,1.0,0.9886294539002429
1374,diff_pair_sample_1374,False,True,False,19.269651889801025,"{'width': 19.997765376879777, 'length': 2.0681840838337626, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1374,PEX Complete,310966.21620570443,2.4860709799999883e-13,5004.518700000034,1.0,0.9916207726429317
1375,diff_pair_sample_1375,True,True,True,11.870388269424438,"{'width': 6.387948886665977, 'length': 0.6718184424130064, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1375,PEX Complete,268936.41001279844,1.3931626700000008e-13,1942.859199999999,1.0,0.9804582853971096
1376,diff_pair_sample_1376,False,True,False,12.177795886993408,"{'width': 9.532559278829858, 'length': 2.9204514182383834, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1376,PEX Complete,239690.37515869804,1.7730732200000307e-13,3382.4378999999453,1.0,0.9849480163405215
1377,diff_pair_sample_1377,False,True,False,8.277694702148438,"{'width': 2.430095012318358, 'length': 1.6705772090826887, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1377,PEX Complete,185627.62025279878,1.48663242e-13,1304.8681999999876,1.0,0.9656231947410471
1378,diff_pair_sample_1378,True,True,True,8.667763948440552,"{'width': 5.148777491481087, 'length': 2.0262386437579973, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1378,PEX Complete,240343.75857299933,5.726610499999985e-14,1344.7378999999876,1.0,0.9752341329860634
1379,diff_pair_sample_1379,False,True,False,12.71565866470337,"{'width': 12.948911753463175, 'length': 3.3568394722582617, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1379,PEX Complete,246997.117146998,1.6325127899999696e-13,3455.585199999919,1.0,0.9876835911902849
1380,diff_pair_sample_1380,False,True,False,13.24553108215332,"{'width': 12.160196675104315, 'length': 1.5862102172509012, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1380,PEX Complete,338218.81304310495,2.5999077200000527e-13,2868.674699999933,1.0,0.9871289693460186
1381,diff_pair_sample_1381,True,True,True,10.573466300964355,"{'width': 4.609594805068011, 'length': 0.9993119043285659, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1381,PEX Complete,294224.7080519999,1.256119500000001e-13,1863.0335999999913,1.0,0.9760345707130563
1382,diff_pair_sample_1382,True,True,True,16.521639347076416,"{'width': 10.779744344984653, 'length': 2.211213503755718, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1382,PEX Complete,458832.9166207005,2.0642254400000128e-13,4651.649899999997,1.0,0.9868330589539853
1383,diff_pair_sample_1383,False,True,False,12.10625410079956,"{'width': 6.154215071119378, 'length': 2.930673611160009, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1383,PEX Complete,278633.23258869926,2.2861962100000086e-13,3751.9744999998893,1.0,0.9803367533547996
1384,diff_pair_sample_1384,False,True,False,24.403864860534668,"{'width': 19.117676290785006, 'length': 1.7976388465488313, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1384,PEX Complete,343434.66649570956,3.476595470000063e-13,6545.542100000517,1.0,0.9917592768977842
1385,diff_pair_sample_1385,False,True,False,7.1534624099731445,"{'width': 4.13088786596787, 'length': 3.413963693913836, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1385,PEX Complete,169403.37655199875,1.488715409999952e-13,1571.7647999999824,1.0,0.9726562142122025
1386,diff_pair_sample_1386,False,True,False,18.028823852539062,"{'width': 15.296580690040583, 'length': 0.9011788202599916, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1386,PEX Complete,395363.4090688067,3.2626388000000164e-13,3250.7026999998816,1.0,0.9894980245348178
1387,diff_pair_sample_1387,False,True,False,17.94172501564026,"{'width': 12.027886251936852, 'length': 2.660951016555069, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1387,PEX Complete,428430.58167270804,2.9540940600000214e-13,5757.057700000301,1.0,0.9880011624688082
1388,diff_pair_sample_1388,False,True,False,14.169645309448242,"{'width': 17.283497352264657, 'length': 0.21340794861855183, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1388,PEX Complete,244423.2986141984,2.021178680000002e-13,1867.5660000000014,1.0,0.9889128416345125
1389,diff_pair_sample_1389,False,True,False,8.633064031600952,"{'width': 4.728806868092404, 'length': 2.234317174691806, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1389,PEX Complete,192874.719328999,1.263167770000024e-13,1341.3855999999867,1.0,0.9740826202398473
1390,diff_pair_sample_1390,False,True,False,13.601230382919312,"{'width': 6.618019458935727, 'length': 3.2746274431979363, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1390,PEX Complete,398046.8992590095,3.06783803999992e-13,5008.427800000041,1.0,0.9815800878670949
1391,diff_pair_sample_1391,False,True,False,23.353899002075195,"{'width': 19.4028997383082, 'length': 3.636167892776568, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1391,PEX Complete,561922.387124029,3.752842049999994e-13,8870.475000000395,1.0,0.9918673577232339
1392,diff_pair_sample_1392,True,True,True,16.1583149433136,"{'width': 14.879757274565208, 'length': 0.5791650379011731, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1392,PEX Complete,371656.7339667998,1.7754722699999867e-13,2703.3539999999125,1.0,0.989070909692182
1393,diff_pair_sample_1393,False,True,False,27.025299549102783,"{'width': 17.91765313775277, 'length': 3.431714579107268, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1393,PEX Complete,449428.34652901255,4.947839830000081e-13,11299.393399999204,1.0,0.9915397582316227
1394,diff_pair_sample_1394,True,True,True,10.170229434967041,"{'width': 5.02089246303753, 'length': 1.928402334485792, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1394,PEX Complete,296530.8183147978,1.1361723600000018e-13,2079.612300000007,1.0,0.9767566291082238
1395,diff_pair_sample_1395,False,True,False,11.263428688049316,"{'width': 6.31820462365062, 'length': 0.5363145306716393, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1395,PEX Complete,170309.20559249877,1.9080708399999898e-13,1577.3002999999978,1.0,0.9797020263040589
1396,diff_pair_sample_1396,True,True,True,10.00682806968689,"{'width': 6.070111484477915, 'length': 2.397811507377478, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1396,PEX Complete,310327.90239870053,1.0113902699999992e-13,2162.6075000000137,1.0,0.9790164419572207
1397,diff_pair_sample_1397,True,True,True,23.167609691619873,"{'width': 19.601985163147916, 'length': 3.1252191541426373, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1397,PEX Complete,599120.4412280099,2.7852038199999955e-13,8027.837700000678,1.0,0.9918980424828476
1398,diff_pair_sample_1398,False,True,False,7.775204658508301,"{'width': 5.950828519323549, 'length': 2.9998990504614755, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1398,PEX Complete,228979.03306499982,1.593889569999978e-13,1818.4707999999846,1.0,0.9779733609140162
1399,diff_pair_sample_1399,True,True,True,8.14486813545227,"{'width': 2.367376700969789, 'length': 0.34174435290814875, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1399,PEX Complete,180458.1128155001,5.8071711e-14,798.6339000000086,1.0,0.9640511127814638
1400,diff_pair_sample_1400,True,True,True,8.41847848892212,"{'width': 7.046805576802203, 'length': 3.4743244320970845, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1400,PEX Complete,287709.0609009977,7.881656000000002e-14,2228.7494000000133,1.0,0.9805291703051049
1401,diff_pair_sample_1401,False,True,False,6.059712171554565,"{'width': 1.68085252478789, 'length': 1.167057787649749, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1401,PEX Complete,109424.4356429992,6.890748099999948e-14,629.1249000000024,1.0,0.9565777797063828
1402,diff_pair_sample_1402,False,True,False,11.088910579681396,"{'width': 8.927669205954121, 'length': 0.4374755260498254, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1402,PEX Complete,182403.26093479872,2.0051607300000023e-13,1670.294799999997,1.0,0.9834781261367753
1403,diff_pair_sample_1403,False,True,False,20.41709041595459,"{'width': 19.597877238375194, 'length': 0.22433758587906055, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1403,PEX Complete,489505.5641655115,4.0571604599999387e-13,3134.7446999998097,1.0,0.9915074423764073
1404,diff_pair_sample_1404,True,True,True,13.783048629760742,"{'width': 11.773938217627522, 'length': 2.0905475194379886, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1404,PEX Complete,375319.25787699985,1.816340430000002e-13,4029.8637999998546,1.0,0.9874180363117975
1405,diff_pair_sample_1405,False,True,False,13.667953491210938,"{'width': 7.279675411991317, 'length': 3.5889788061970314, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1405,PEX Complete,419670.36990501,3.309143969999973e-13,5732.473300000226,1.0,0.9827774862902552
1406,diff_pair_sample_1406,False,True,False,6.410892963409424,"{'width': 2.482012887372929, 'length': 0.5759100145805764, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1406,PEX Complete,135308.70679609932,8.430507099999944e-14,716.9151000000041,1.0,0.9632056850246287
1407,diff_pair_sample_1407,False,True,False,13.83936882019043,"{'width': 9.538320357902808, 'length': 2.9283312256152065, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1407,PEX Complete,309015.966428705,2.7221140399999827e-13,5129.431500000057,1.0,0.9856510414458212
1408,diff_pair_sample_1408,False,True,False,5.331792116165161,"{'width': 0.9980268333555871, 'length': 1.030027279976984, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1408,PEX Complete,107110.16980939932,6.001237299999952e-14,517.5704000000023,1.0,0.9489669424681166
1409,diff_pair_sample_1409,False,True,False,12.193645238876343,"{'width': 11.059439210652727, 'length': 2.914307001972687, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1409,PEX Complete,253428.75067769838,1.9046359199999552e-13,3781.8052999998963,1.0,0.9865651465452223
1410,diff_pair_sample_1410,False,True,False,16.73511242866516,"{'width': 19.626958454763454, 'length': 0.4389140259083919, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1410,PEX Complete,454746.1622841115,2.939631440000053e-13,2719.927299999888,1.0,0.9908391669144977
1411,diff_pair_sample_1411,True,True,True,16.84646773338318,"{'width': 11.546882069004585, 'length': 3.3846862724063946, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1411,PEX Complete,631242.5800040103,3.022120120000003e-13,7765.877300000596,1.0,0.9878247368137025
1412,diff_pair_sample_1412,False,True,False,15.157745122909546,"{'width': 15.676914411624132, 'length': 2.8515110760796514, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1412,PEX Complete,292387.25178470137,2.28903839999999e-13,4949.997500000028,1.0,0.9898622979102515
1413,diff_pair_sample_1413,False,True,False,10.98365306854248,"{'width': 11.506875127430993, 'length': 1.3590303125990482, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1413,PEX Complete,302772.9683590027,1.8470553499999566e-13,1994.4452000000022,1.0,0.9856399163035414
1414,diff_pair_sample_1414,False,True,False,11.848410844802856,"{'width': 8.002460198224728, 'length': 1.1997239029214388, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1414,PEX Complete,283841.04887570045,2.634382849999934e-13,2589.139099999972,1.0,0.9831990486722013
1415,diff_pair_sample_1415,True,True,True,13.514199495315552,"{'width': 11.617031072980646, 'length': 1.4531472426255467, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1415,PEX Complete,333817.44998279895,1.6658133400000003e-13,3237.0493999999103,1.0,0.9870886122405171
1416,diff_pair_sample_1416,True,True,True,9.918285846710205,"{'width': 5.35092883123809, 'length': 0.45061823395416356, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1416,PEX Complete,256854.9697087996,1.2043196300000016e-13,1505.2697999999964,1.0,0.9778290908380677
1417,diff_pair_sample_1417,True,True,True,18.25315523147583,"{'width': 15.964986344840316, 'length': 1.3673990663236695, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1417,PEX Complete,404651.49087350164,2.405980970000001e-13,4792.975900000022,1.0,0.9903070658043577
1418,diff_pair_sample_1418,False,True,False,13.019322156906128,"{'width': 15.561758349253047, 'length': 1.8169576694207616, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1418,PEX Complete,383916.71707100666,2.5096838399999654e-13,2884.1699999999482,1.0,0.988959735383143
1419,diff_pair_sample_1419,True,True,True,22.986647844314575,"{'width': 17.382126869588898, 'length': 2.9385326056635432, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1419,PEX Complete,673439.5714690005,3.7053485200000565e-13,9786.54279999977,1.0,0.9912987045844216
1420,diff_pair_sample_1420,True,True,True,10.56314468383789,"{'width': 7.613473128018513, 'length': 0.8535967778894826, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1420,PEX Complete,253629.43193880003,1.1606722199999994e-13,1844.5069999999953,1.0,0.981868976371464
1421,diff_pair_sample_1421,True,True,True,24.21817135810852,"{'width': 19.135641471028702, 'length': 2.320046087150887, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1421,PEX Complete,563592.7109370296,3.700324260000009e-13,9003.064500000553,1.0,0.9919562055786676
1422,diff_pair_sample_1422,False,True,False,16.255260467529297,"{'width': 14.578585751131552, 'length': 2.2798085435444473, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1422,PEX Complete,296920.58229900093,2.7424787400001604e-13,5046.02500000004,1.0,0.9894552246570321
1423,diff_pair_sample_1423,True,True,True,10.937747240066528,"{'width': 7.539397871117523, 'length': 1.6224371586506439, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1423,PEX Complete,303070.14054979826,1.3106444699999994e-13,2478.017899999983,1.0,0.9821788212264325
1424,diff_pair_sample_1424,True,True,True,8.704272270202637,"{'width': 6.889147342335294, 'length': 1.0353626644008183, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1424,PEX Complete,208480.15982940007,5.774696600000001e-14,1242.8885999999918,1.0,0.9787485378818341
1425,diff_pair_sample_1425,True,True,True,9.059837579727173,"{'width': 3.6875186696602067, 'length': 2.138361440376409, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1425,PEX Complete,341598.5214567021,1.2472981800000003e-13,2196.958100000006,1.0,0.9727550561842759
1426,diff_pair_sample_1426,False,True,False,6.884065628051758,"{'width': 3.1933807811744246, 'length': 0.6003830136756468, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1426,PEX Complete,148098.63322009984,9.34259480000008e-14,818.1007000000051,1.0,0.9673736986168087
1427,diff_pair_sample_1427,True,True,True,12.677644491195679,"{'width': 8.63783701441308, 'length': 3.770452654417017, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1427,PEX Complete,486862.85976200644,1.841914040000002e-13,4738.146399999992,1.0,0.9843632522625303
1428,diff_pair_sample_1428,True,True,True,9.330150604248047,"{'width': 5.583454607711373, 'length': 2.9349626402016664, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_1428,PEX Complete,310984.5821277004,1.04898271e-13,2325.083499999994,1.0,0.978058078344283
